FILE	CHRF
step_2600_pre_02.txt	0.18509427051362431
step_3800_pre_02.txt	0.17885507320012112
step_800_pre_02.txt	0.1180465575601797
step_4800_pre_02.txt	0.17739842463845712
step_7200_pre_02.txt	0.1538359925139482
step_7800_pre_02.txt	0.14290910141342855
step_5400_pre_02.txt	0.1672165927992151
step_6000_pre_02.txt	0.17016048403867365
step_1400_pre_02.txt	0.15787615133044208
step_4600_pre_02.txt	0.1621586519207897
step_8600_pre_02.txt	0.12636092984002803
step_2200_pre_02.txt	0.17776860811197118
step_9000_pre_02.txt	0.09662140612767378
step_400_pre_02.txt	0.06948791660588054
step_5800_pre_02.txt	0.17749207735413883
step_8400_pre_02.txt	0.1259383560057024
step_3200_pre_02.txt	0.17580082137545797
step_9800_pre_02.txt	0.103255202735526
step_7000_pre_02.txt	0.15301964583754923
step_2800_pre_02.txt	0.17022630971922234
step_1600_pre_02.txt	0.16887831030146364
step_10000_pre_02.txt	0.09569935776633401
step_6200_pre_02.txt	0.1768931988269814
step_3000_pre_02.txt	0.18059679367414533
step_8800_pre_02.txt	0.11281014559825002
step_6800_pre_02.txt	0.1582960749222105
step_3400_pre_02.txt	0.17521462189311315
step_1800_pre_02.txt	0.16396085753940703
step_8200_pre_02.txt	0.13756102478907628
step_5600_pre_02.txt	0.17393081959849638
step_6600_pre_02.txt	0.16973544839630272
step_8000_pre_02.txt	0.1298441238932797
step_7400_pre_02.txt	0.14035276248861897
step_4000_pre_02.txt	0.17836015807941913
step_6400_pre_02.txt	0.163844103099465
step_2000_pre_02.txt	0.1722515158675545
step_9200_pre_02.txt	0.11722026303192923
step_7600_pre_02.txt	0.14436113039489215
step_200_pre_02.txt	0.02467674980391461
step_3600_pre_02.txt	0.1827857926429377
step_1200_pre_02.txt	0.15649740717260396
step_1000_pre_02.txt	0.11812419993740601
step_4400_pre_02.txt	0.1723315109422133
step_600_pre_02.txt	0.09397962167728235
step_5200_pre_02.txt	0.1685745705711457
step_2400_pre_02.txt	0.1926326909343043
step_9600_pre_02.txt	0.09731767787013877
step_5000_pre_02.txt	0.17167931354394203
step_9400_pre_02.txt	0.11126046818537356
step_4200_pre_02.txt	0.17739381639703267
FILE	CHRF
step_6800_pre_03.txt	0.16359703885543575
step_9800_pre_03.txt	0.11500260390354002
step_200_pre_03.txt	1.0000000000000047e-16
step_400_pre_03.txt	0.06313702506521761
step_8600_pre_03.txt	0.14158603994729216
step_10000_pre_03.txt	0.12308401175909754
step_7400_pre_03.txt	0.1572527585218297
step_4200_pre_03.txt	0.18186819960600056
step_5400_pre_03.txt	0.17833166405359646
step_800_pre_03.txt	0.084611654456289
step_8800_pre_03.txt	0.11809513960777536
step_9400_pre_03.txt	0.11881596620711073
step_4600_pre_03.txt	0.16941005073453264
step_9600_pre_03.txt	0.11536689890763878
step_2200_pre_03.txt	0.1777033508001421
step_6200_pre_03.txt	0.16047353568678807
step_8200_pre_03.txt	0.1427492466578556
step_8400_pre_03.txt	0.14889553206018594
step_7000_pre_03.txt	0.1656162552961852
step_1000_pre_03.txt	0.1335340038833299
step_600_pre_03.txt	0.09244591541138841
step_6000_pre_03.txt	0.17533576193760336
step_6400_pre_03.txt	0.16755466234582647
step_3800_pre_03.txt	0.18027350987811785
step_1600_pre_03.txt	0.16354861567563656
step_4000_pre_03.txt	0.1779109677751599
step_7800_pre_03.txt	0.151687776955397
step_3000_pre_03.txt	0.18154572168904584
step_8000_pre_03.txt	0.1483277762252937
step_5600_pre_03.txt	0.18157917086276984
step_1400_pre_03.txt	0.14685279065056928
step_5800_pre_03.txt	0.16706898218361924
step_4800_pre_03.txt	0.17681381063909338
step_6600_pre_03.txt	0.16375711884532143
step_2000_pre_03.txt	0.1706193232673558
step_9000_pre_03.txt	0.12862103450992649
step_2800_pre_03.txt	0.18029705338915228
step_5000_pre_03.txt	0.17555769446764236
step_2400_pre_03.txt	0.17835235163479535
step_7200_pre_03.txt	0.15317606229693853
step_3400_pre_03.txt	0.18660082533229808
step_1800_pre_03.txt	0.1645474648260014
step_4400_pre_03.txt	0.1680665556246267
step_3600_pre_03.txt	0.1745411703412587
step_7600_pre_03.txt	0.15714670699677175
step_2600_pre_03.txt	0.1708344186496228
step_3200_pre_03.txt	0.1844478354437426
step_1200_pre_03.txt	0.15300280813170838
step_5200_pre_03.txt	0.18175484561355346
step_9200_pre_03.txt	0.1163696096318688
FILE	CHRF
step_400_pre_01.txt	0.08518266811475504
step_7200_pre_01.txt	0.15100207293670603
step_1000_pre_01.txt	0.13831516782658812
